Report Month,Department,Avg Telework Days/Week
2023-10,A279 - Unemployment Insurance Appeals Board,1.88
2023-10,A281 - Employment Training Panel,3.2
2023-10,A314 - California Science Center,0.56
2023-10,A341 - California Earthquake Authority,4.56
2023-10,A424 - Cradle-to-Career,3.95
2023-10,A541 - Board of Forestry and Fire Protection,1.64
2023-11,0500 - Governor's Office,2.14
2023-11,0509 - Governor's Office of Business and Economic Development (GO-Biz),3.34
2023-11,0511 - Secretary for Government Operations Agency,2.55
2023-11,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.3
2023-11,0521 - Secretary for Transportation Agency,2.95
2023-11,0530 - Secretary for California Health and Human Services Agency,4.36
2023-11,0531 - Office of Systems Integration,4.73
2023-11,0540 - Secretary of the Natural Resources Agency,4.19
2023-11,0552 - Office of the Inspector General,4.46
2023-11,0559 - Secretary for Labor and Workforce Development Agency,2.25
2023-11,0690 - Governor's Office of Emergency Services,1.84
2023-11,0820 - Department of Justice,3.25
2023-11,0840 - State Controller,3.59
2023-11,0845 - Department of Insurance,3.37
2023-11,0855 - California Gambling Control Commission,4.11
2023-11,0860 - State Board of Equalization,3.18
2023-11,0870 - Office of Tax Appeals,3.56
2023-11,0911 - Citizens Redistricting Commission,5
2023-11,1045 - Cannabis Control Appeals Panel,3
2023-11,1111 - Department of Consumer Affairs,2.45
2023-11,1115 - Department of Cannabis Control,2.95
2023-11,1700 - California Civil Rights Department,4.6
2023-11,1701 - Department of Financial Protection and Innovation,4.35
2023-11,1703 - California Privacy Protection Agency,4.93
2023-11,1750 - California Horse Racing Board,1.79
2023-11,2100 - Department of Alcoholic Beverage Control,1.89
2023-11,2120 - Alcoholic Beverage Control Appeals Board,3.5
2023-11,2240 - Department of Housing and Community Development,3.88
2023-11,2320 - Department of Real Estate,2.98
2023-11,2600 - California Transportation Commission,4.47
2023-11,2660 - Department of Transportation,1.99
2023-11,2665 - High-Speed Rail Authority,3.63
2023-11,2700 - California Traffic Safety Program,3.74
2023-11,2720 - California Highway Patrol,0.07
2023-11,2740 - Department of Motor Vehicles,1
2023-11,3100 - Exposition Park,0.85
2023-11,3125 - California Tahoe Conservancy,3.2
2023-11,3355 - Office of Energy Infrastructure Safety,4.36
2023-11,3360 - Energy Resources Conservation and Development Commission,4.72
2023-11,3460 - Colorado River Board of California,2.8
2023-11,3480 - Department of Conservation,4.03
2023-11,3540 - Department of Forestry and Fire Protection,0.25
2023-11,3560 - State Lands Commission,2.92
2023-11,3600 - Department of Fish and Wildlife,1.73
2023-11,3640 - Wildlife Conservation Board,3.1
2023-11,3720 - California Coastal Commission,3.16
2023-11,3760 - State Coastal Conservancy,2.99
2023-11,3780 - Native American Heritage Commission,2.78
2023-11,3790 - Department of Parks and Recreation,0.96
2023-11,3810 - Santa Monica Mountains Conservancy,3.33
2023-11,3820 - San Francisco Bay Conservation and Development Commission,3.87
2023-11,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,2.6
2023-11,3830 - San Joaquin River Conservancy,3.5
2023-11,3835 - Baldwin Hills Conservancy,2.67
2023-11,3840 - Delta Protection Commission,3.4
2023-11,3845 - San Diego River Conservancy,0
2023-11,3850 - Coachella Valley Mountains Conservancy,2
2023-11,3855 - Sierra Nevada Conservancy,3.65
2023-11,3860 - Department of Water Resources,1.85
2023-11,3875 - Sacramento-San Joaquin Delta Conservancy,4.33
2023-11,3885 - Delta Stewardship Council,4.37
2023-11,3930 - Department of Pesticide Regulation,3.69
2023-11,3940 - State Water Resources Control Board,3.75
2023-11,3960 - Department of Toxic Substances Control,3.97
2023-11,3970 - Department of Resources Recycling and Recovery,4.38
2023-11,3980 - Office of Environmental Health Hazard Assessment,4.31
2023-11,4100 - State Council on Developmental Disabilities,3.54
2023-11,4140 - Department of Health Care Access and Information,3.35
2023-11,4150 - Department of Managed Health Care,4.92
2023-11,4170 - Department of Aging,4.56
2023-11,4250 - California Children and Families Commission,3.85
2023-11,4260 - State Department of Health Care Services,3.84
2023-11,4265 - Department of Public Health,3.09
2023-11,4300 - Department of Developmental Services,1.4
2023-11,4440 - Department of State Hospitals,0.45
2023-11,4560 - Mental Health Services Oversight and Accountability Commission,2.83
2023-11,4700 - Department of Community Services and Development,4.65
2023-11,4800 - California Health Benefit Exchange,4.73
2023-11,5160 - Department of Rehabilitation,2.62
2023-11,5170 - State Independent Living Council,5
2023-11,5175 - Department of Child Support Services,4.49
2023-11,5180 - Department of Social Services,3.28
2023-11,5225 - Department of Corrections and Rehabilitation,0.36
2023-11,5227 - Board of State and Community Corrections,3.57
2023-11,5420 - Prison Industry Authority,0.52
2023-11,6100 - Department of Education,4
2023-11,6120 - California State Library,3.25
2023-11,6125 - Education Audit Appeals Panel,3.67
2023-11,6200 - California School for the Blind,0.06
2023-11,6240 - California School for the Deaf - Fremont,0.06
2023-11,6250 - California School for the Deaf - Riverside,0.08
2023-11,6260 - Diagnostic Centers,0.23
2023-11,6360 - Commission on Teacher Credentialing,3.5
2023-11,6870 - Board of Governors of the California Community Colleges,4.95
2023-11,"6980 - Student Aid Commission, California",4.41
2023-11,7100 - Employment Development Department,3.88
2023-11,7300 - Agricultural Labor Relations Board,2.59
2023-11,7320 - Public Employment Relations Board,2.94
2023-11,7350 - Department of Industrial Relations,1.59
2023-11,7501 - Department of Human Resources,3.93
2023-11,7503 - State Personnel Board,4.31
2023-11,7504 - Office of Data and Innovation,4.78
2023-11,7600 - California Department of Tax and Fee Administration,4.12
2023-11,7730 - Franchise Tax Board,2.34
2023-11,7760 - Department of General Services,1.82
2023-11,7870 - California Victim Compensation Board,3.71
2023-11,7900 - Public Employees' Retirement System,2.28
2023-11,7910 - Office of Administrative Law,2.73
2023-11,7920 - State Teachers' Retirement System,2.91
2023-11,8120 - Commission on Peace Officer Standards and Training,2.15
2023-11,8140 - State Public Defender,3.72
2023-11,8560 - California Exposition and State Fair,0
2023-11,8570 - Department of Food and Agriculture,2.29
2023-11,8620 - Fair Political Practices Commission,4.21
2023-11,8660 - Public Utilities Commission,4.57
2023-11,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.67
2023-11,8860 - Department of Finance,3
2023-11,8880 - Financial Information System for California,4.32
2023-11,"8885 - States Mandates, Commission on",3.71
2023-11,8940 - Military Department,0.74
2023-11,8955 - Department of Veterans Affairs,0.48
2023-11,A059 - California Correctional Health Care Services,0.66
2023-11,A279 - Unemployment Insurance Appeals Board,1.92
2023-11,A281 - Employment Training Panel,3.2
2023-11,A314 - California Science Center,0.54
2023-11,A341 - California Earthquake Authority,4.56
2023-11,A424 - Cradle-to-Career,3.9
2023-11,A541 - Board of Forestry and Fire Protection,1.64
2023-12,0500 - Governor's Office,2.11
2023-12,0509 - Governor's Office of Business and Economic Development (GO-Biz),3.25
2023-12,0511 - Secretary for Government Operations Agency,2.55
2023-12,"0515 - Secretary for Business, Consumer Services, and Housing Agency",4.3
2023-12,0521 - Secretary for Transportation Agency,2.95
2023-12,0530 - Secretary for California Health and Human Services Agency,4.37
2023-12,0531 - Office of Systems Integration,4.74
2023-12,0540 - Secretary of the Natural Resources Agency,4.19
2023-12,0552 - Office of the Inspector General,4.47
2023-12,0559 - Secretary for Labor and Workforce Development Agency,2.25
2023-12,0690 - Governor's Office of Emergency Services,1.83
2023-12,0820 - Department of Justice,3.25
2023-12,0840 - State Controller,3.59
2023-12,0845 - Department of Insurance,3.36
2023-12,0855 - California Gambling Control Commission,4.11
2023-12,0860 - State Board of Equalization,3.16
2023-12,0870 - Office of Tax Appeals,3.56
2023-12,1045 - Cannabis Control Appeals Panel,3
2023-12,1111 - Department of Consumer Affairs,2.44
2023-12,1115 - Department of Cannabis Control,2.92
2023-12,1700 - California Civil Rights Department,4.61
2023-12,1701 - Department of Financial Protection and Innovation,4.35
2023-12,1703 - California Privacy Protection Agency,4.94
2023-12,1750 - California Horse Racing Board,1.81
2023-12,2100 - Department of Alcoholic Beverage Control,1.63
2023-12,2120 - Alcoholic Beverage Control Appeals Board,3.5
2023-12,2240 - Department of Housing and Community Development,3.99
2023-12,2320 - Department of Real Estate,2.97
2023-12,2600 - California Transportation Commission,4.47
2023-12,2660 - Department of Transportation,1.99
2023-12,2665 - High-Speed Rail Authority,3.63
2023-12,2700 - California Traffic Safety Program,3.74
2023-12,2720 - California Highway Patrol,0.07
2023-12,2740 - Department of Motor Vehicles,1
2023-12,3100 - Exposition Park,0.85
2023-12,3125 - California Tahoe Conservancy,3.2
2023-12,3355 - Office of Energy Infrastructure Safety,4.4
2023-12,3360 - Energy Resources Conservation and Development Commission,4.71
2023-12,3460 - Colorado River Board of California,2.56
2023-12,3480 - Department of Conservation,4
2023-12,3540 - Department of Forestry and Fire Protection,0.29
2023-12,3560 - State Lands Commission,2.93
2023-12,3600 - Department of Fish and Wildlife,1.75
2023-12,3640 - Wildlife Conservation Board,3.1
2023-12,3720 - California Coastal Commission,3.16
2023-12,3760 - State Coastal Conservancy,2.99
2023-12,3780 - Native American Heritage Commission,2.78
2023-12,3790 - Department of Parks and Recreation,0.98
2023-12,3810 - Santa Monica Mountains Conservancy,5
2023-12,3820 - San Francisco Bay Conservation and Development Commission,3.87
2023-12,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,2.33
2023-12,3830 - San Joaquin River Conservancy,3.5
2023-12,3835 - Baldwin Hills Conservancy,2.67
2023-12,3840 - Delta Protection Commission,3.4
2023-12,3845 - San Diego River Conservancy,0
2023-12,3850 - Coachella Valley Mountains Conservancy,2
2023-12,3855 - Sierra Nevada Conservancy,3.71
2023-12,3860 - Department of Water Resources,1.59
2023-12,3875 - Sacramento-San Joaquin Delta Conservancy,4.52
2023-12,3885 - Delta Stewardship Council,4.37
2023-12,3930 - Department of Pesticide Regulation,3.8
2023-12,3940 - State Water Resources Control Board,3.73
2023-12,3960 - Department of Toxic Substances Control,3.98
2023-12,3980 - Office of Environmental Health Hazard Assessment,4.29
2023-12,4100 - State Council on Developmental Disabilities,3.54
2023-12,4140 - Department of Health Care Access and Information,3.38
2023-12,4150 - Department of Managed Health Care,4.93
2023-12,4170 - Department of Aging,4.58
2023-12,4250 - California Children and Families Commission,3.84
2023-12,4265 - Department of Public Health,3.09
2023-12,4300 - Department of Developmental Services,1.41
2023-12,4440 - Department of State Hospitals,0.45
2023-12,4560 - Mental Health Services Oversight and Accountability Commission,2.88
2023-12,4700 - Department of Community Services and Development,4.66
2023-12,4800 - California Health Benefit Exchange,4.73
2023-12,5160 - Department of Rehabilitation,2.61
2023-12,5170 - State Independent Living Council,5
2023-12,5175 - Department of Child Support Services,4.51
2023-12,5180 - Department of Social Services,3.27
2023-12,5225 - Department of Corrections and Rehabilitation,0.37
2023-12,5227 - Board of State and Community Corrections,3.57
2023-12,5420 - Prison Industry Authority,0.52
2023-12,6120 - California State Library,3.25
2023-12,6125 - Education Audit Appeals Panel,3.67
2023-12,6200 - California School for the Blind,0.06
2023-12,6240 - California School for the Deaf - Fremont,0.06
2023-12,6250 - California School for the Deaf - Riverside,0.08
2023-12,6260 - Diagnostic Centers,0.23
2023-12,6360 - Commission on Teacher Credentialing,3.29
2023-12,6870 - Board of Governors of the California Community Colleges,4.95
2023-12,7100 - Employment Development Department,3.87
2023-12,7300 - Agricultural Labor Relations Board,2.6
2023-12,7320 - Public Employment Relations Board,2.94
2023-12,7350 - Department of Industrial Relations,1.61
2023-12,7501 - Department of Human Resources,3.83
2023-12,7503 - State Personnel Board,4.51
2023-12,7504 - Office of Data and Innovation,4.77
2023-12,7600 - California Department of Tax and Fee Administration,4.12
2023-12,7730 - Franchise Tax Board,2.38
2023-12,7760 - Department of General Services,1.73
2023-12,7870 - California Victim Compensation Board,3.71
2023-12,7900 - Public Employees' Retirement System,2.29
2023-12,7910 - Office of Administrative Law,2.73
2023-12,7920 - State Teachers' Retirement System,2.91
2023-12,8120 - Commission on Peace Officer Standards and Training,2.15
2023-12,8140 - State Public Defender,3.73
2023-12,8560 - California Exposition and State Fair,0
2023-12,8570 - Department of Food and Agriculture,2.35
