Report Month,Org Code,Department,All reported employees,Telework eligible employees,Telework eligible / All reported,Remote centered employees,Remote centered / All reported,Remote centered / Telework eligible,Office centered employees,Office centered / All reported,Office centered / Telework eligible,Teleworker (remote + office),Teleworker / All reported,Teleworker / Telework eligible,Not teleworking employees from eligible,Not teleworking / All reported,Not teleworking / Telework eligible,Not teleworking + Not eligible,Not teleworking + Not eligible / All reported,Telework days % from eligible
2023-08,7870,California Victim Compensation Board,234,228,97.40%,217,92.70%,95.20%,10,4.30%,4.40%,227,97.00%,99.60%,1,0.40%,0.40%,7,3.00%,77.80%
2023-08,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,1,12.50%,12.50%,7,87.50%,87.50%,1,12.50%,12.50%,1,12.50%,77.50%
2023-08,3862,Central Valley Flood Protection Board,48,48,100.00%,42,87.50%,87.50%,6,12.50%,12.50%,48,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,74.80%
2023-08,911,Citizens Redistricting Commission,1,1,100.00%,1,100.00%,100.00%,0,0.00%,0.00%,1,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-08,3850,Coachella Valley Mountains Conservancy,3,3,100.00%,1,33.30%,33.30%,2,66.70%,66.70%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,41.40%
2023-08,8120,Commission on Peace Officer Standards and Training,182,182,100.00%,18,9.90%,9.90%,159,87.40%,87.40%,177,97.30%,97.30%,5,2.70%,2.70%,5,2.70%,44.00%
2023-08,6360,Commission on Teacher Credentialing,185,185,100.00%,131,70.80%,70.80%,29,15.70%,15.70%,160,86.50%,86.50%,25,13.50%,13.50%,25,13.50%,62.00%
2023-08,A424,Cradle-to-Career,15,15,100.00%,15,100.00%,100.00%,0,0.00%,0.00%,15,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,84.00%
2023-08,3840,Delta Protection Commission,6,6,100.00%,4,66.70%,66.70%,1,16.70%,16.70%,5,83.30%,83.30%,1,16.70%,16.70%,1,16.70%,60.00%
2023-08,3885,Delta Stewardship Council,64,64,100.00%,61,95.30%,95.30%,3,4.70%,4.70%,64,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,86.40%
2023-08,4170,Department of Aging,264,263,99.60%,256,97.00%,97.30%,6,2.30%,2.30%,262,99.20%,99.60%,1,0.40%,0.40%,2,0.80%,94.40%
2023-08,2100,Department of Alcoholic Beverage Control,486,468,96.30%,187,38.50%,40.00%,189,38.90%,40.40%,376,77.40%,80.30%,92,18.90%,19.70%,110,22.60%,42.30%
2023-08,1115,Department of Cannabis Control,525,428,81.50%,325,61.90%,75.90%,103,19.60%,24.10%,428,81.50%,100.00%,0,0.00%,0.00%,97,18.50%,75.30%
2023-08,5175,Department of Child Support Services,593,593,100.00%,573,96.60%,96.60%,14,2.40%,2.40%,587,99.00%,99.00%,6,1.00%,1.00%,6,1.00%,95.80%
2023-08,4700,Department of Community Services and Development,121,120,99.20%,120,99.20%,100.00%,0,0.00%,0.00%,120,99.20%,100.00%,0,0.00%,0.00%,1,0.80%,98.30%
2023-08,3480,Department of Conservation,688,684,99.40%,580,84.30%,84.80%,71,10.30%,10.40%,651,94.60%,95.20%,33,4.80%,4.80%,37,5.40%,80.80%
2023-08,1111,Department of Consumer Affairs,2822,2346,83.10%,1554,55.10%,66.20%,591,20.90%,25.20%,2145,76.00%,91.40%,201,7.10%,8.60%,677,24.00%,61.30%
2023-08,5225,Department of Corrections and Rehabilitation,36497,4660,12.80%,2613,7.20%,56.10%,1127,3.10%,24.20%,3740,10.20%,80.30%,920,2.50%,19.70%,32757,89.80%,57.40%
2023-08,4300,Department of Developmental Services,2189,664,30.30%,627,28.60%,94.40%,30,1.40%,4.50%,657,30.00%,98.90%,7,0.30%,1.10%,1532,70.00%,90.50%
2023-08,6100,Department of Education,1435,1399,97.50%,1150,80.10%,82.20%,40,2.80%,2.90%,1190,82.90%,85.10%,209,14.60%,14.90%,245,17.10%,79.30%
2023-08,8860,Department of Finance,394,392,99.50%,366,92.90%,93.40%,19,4.80%,4.80%,385,97.70%,98.20%,7,1.80%,1.80%,9,2.30%,62.30%
2023-08,1701,Department of Financial Protection and Innovation,761,749,98.40%,688,90.40%,91.90%,54,7.10%,7.20%,742,97.50%,99.10%,7,0.90%,0.90%,19,2.50%,91.80%
2023-08,3600,Department of Fish and Wildlife,3161,2057,65.10%,1307,41.30%,63.50%,355,11.20%,17.30%,1662,52.60%,80.80%,395,12.50%,19.20%,1499,47.40%,56.50%
2023-08,8570,Department of Food and Agriculture,807,606,75.10%,410,50.80%,67.70%,89,11.00%,14.70%,499,61.80%,82.30%,107,13.30%,17.70%,308,38.20%,62.90%
2023-08,3540,Department of Forestry and Fire Protection,11031,798,7.20%,539,4.90%,67.50%,255,2.30%,32.00%,794,7.20%,99.50%,4,0.00%,0.50%,10237,92.80%,65.60%
2023-08,7760,Department of General Services,3626,2039,56.20%,1382,38.10%,67.80%,335,9.20%,16.40%,1717,47.40%,84.20%,322,8.90%,15.80%,1909,52.60%,66.50%
2023-08,4140,Department of Health Care Access and Information,558,553,99.10%,363,65.10%,65.60%,116,20.80%,21.00%,479,85.80%,86.60%,74,13.30%,13.40%,79,14.20%,68.60%
2023-08,2240,Department of Housing and Community Development,1133,1117,98.60%,919,81.10%,82.30%,91,8.00%,8.10%,1010,89.10%,90.40%,107,9.40%,9.60%,123,10.90%,81.00%
2023-08,7501,Department of Human Resources,333,333,100.00%,299,89.80%,89.80%,26,7.80%,7.80%,325,97.60%,97.60%,8,2.40%,2.40%,8,2.40%,78.70%
2023-08,845,Department of Insurance,1232,1057,85.80%,850,69.00%,80.40%,204,16.60%,19.30%,1054,85.60%,99.70%,3,0.20%,0.30%,178,14.40%,80.10%
2023-08,820,Department of Justice,4185,4018,96.00%,2802,67.00%,69.70%,712,17.00%,17.70%,3514,84.00%,87.50%,504,12.00%,12.50%,671,16.00%,68.00%
2023-08,4150,Department of Managed Health Care,547,545,99.60%,545,99.60%,100.00%,0,0.00%,0.00%,545,99.60%,100.00%,0,0.00%,0.00%,2,0.40%,99.80%
2023-08,2740,Department of Motor Vehicles,9711,2606,26.80%,1987,20.50%,76.20%,619,6.40%,23.80%,2606,26.80%,100.00%,0,0.00%,0.00%,7105,73.20%,73.40%
2023-08,3790,Department of Parks and Recreation,5096,1653,32.40%,747,14.70%,45.20%,169,3.30%,10.20%,916,18.00%,55.40%,737,14.50%,44.60%,4180,82.00%,41.30%
2023-08,3930,Department of Pesticide Regulation,441,433,98.20%,357,81.00%,82.40%,68,15.40%,15.70%,425,96.40%,98.20%,8,1.80%,1.80%,16,3.60%,77.40%
2023-08,4265,Department of Public Health,3914,3914,100.00%,2781,71.10%,71.10%,7,0.20%,0.20%,2788,71.20%,71.20%,1126,28.80%,28.80%,1126,28.80%,63.40%
2023-08,2320,Department of Real Estate,342,323,94.40%,268,78.40%,83.00%,45,13.20%,13.90%,313,91.50%,96.90%,10,2.90%,3.10%,29,8.50%,63.30%
2023-08,5160,Department of Rehabilitation,1695,1612,95.10%,1005,59.30%,62.30%,491,29.00%,30.50%,1496,88.30%,92.80%,116,6.80%,7.20%,199,11.70%,57.00%
2023-08,5180,Department of Social Services,4823,4515,93.60%,2756,57.10%,61.00%,1754,36.40%,38.80%,4510,93.50%,99.90%,5,0.10%,0.10%,313,6.50%,69.10%
2023-08,4440,Department of State Hospitals,11027,1837,16.70%,917,8.30%,49.90%,918,8.30%,50.00%,1835,16.60%,99.90%,2,0.00%,0.10%,9192,83.40%,56.40%
2023-08,2660,Department of Transportation,22174,13300,60.00%,11702,52.80%,88.00%,1598,7.20%,12.00%,13300,60.00%,100.00%,0,0.00%,0.00%,8874,40.00%,66.40%
2023-08,8955,Department of Veterans Affairs,2978,460,15.40%,348,11.70%,75.70%,76,2.60%,16.50%,424,14.20%,92.20%,36,1.20%,7.80%,2554,85.80%,65.50%
2023-08,3860,Department of Water Resources,3604,2320,64.40%,1648,45.70%,71.00%,672,18.60%,29.00%,2320,64.40%,100.00%,0,0.00%,0.00%,1284,35.60%,57.10%
2023-08,6260,Diagnostic Centers,30,26,86.70%,0,0.00%,0.00%,4,13.30%,15.40%,4,13.30%,15.40%,22,73.30%,84.60%,26,86.70%,5.40%
2023-08,6125,Education Audit Appeals Panel,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2023-08,7100,Employment Development Department,8358,7385,88.40%,6673,79.80%,90.40%,666,8.00%,9.00%,7339,87.80%,99.40%,46,0.60%,0.60%,1019,12.20%,87.10%
2023-08,A281,Employment Training Panel,75,74,98.70%,53,70.70%,71.60%,21,28.00%,28.40%,74,98.70%,100.00%,0,0.00%,0.00%,1,1.30%,65.40%
2023-08,3360,Energy Resources Conservation and Development Commission,754,745,98.80%,730,96.80%,98.00%,15,2.00%,2.00%,745,98.80%,100.00%,0,0.00%,0.00%,9,1.20%,96.40%
2023-08,3100,Exposition Park,27,9,33.30%,5,18.50%,55.60%,4,14.80%,44.40%,9,33.30%,100.00%,0,0.00%,0.00%,18,66.70%,55.60%
2023-08,8620,Fair Political Practices Commission,96,95,99.00%,92,95.80%,96.80%,2,2.10%,2.10%,94,97.90%,98.90%,1,1.00%,1.10%,2,2.10%,89.60%
2023-08,8880,Financial Information System for California,328,328,100.00%,326,99.40%,99.40%,1,0.30%,0.30%,327,99.70%,99.70%,1,0.30%,0.30%,1,0.30%,97.10%
2023-08,7730,Franchise Tax Board,6167,5414,87.80%,4287,69.50%,79.20%,650,10.50%,12.00%,4937,80.10%,91.20%,477,7.70%,8.80%,1230,19.90%,52.80%
2023-08,500,Governor's Office,138,138,100.00%,65,47.10%,47.10%,41,29.70%,29.70%,106,76.80%,76.80%,32,23.20%,23.20%,32,23.20%,43.20%
2023-08,509,Governor's Office of Business and Economic Development (GO-Biz),190,157,82.60%,140,73.70%,89.20%,15,7.90%,9.60%,155,81.60%,98.70%,2,1.10%,1.30%,35,18.40%,86.60%
2023-08,690,Governor's Office of Emergency Services,1190,959,80.60%,187,15.70%,19.50%,772,64.90%,80.50%,959,80.60%,100.00%,0,0.00%,0.00%,231,19.40%,46.70%
2023-08,2665,High-Speed Rail Authority,379,359,94.70%,295,77.80%,82.20%,59,15.60%,16.40%,354,93.40%,98.60%,5,1.30%,1.40%,25,6.60%,77.80%
2023-08,8830,"Law Revision Commission, California",8,8,100.00%,8,100.00%,100.00%,0,0.00%,0.00%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-08,4560,Mental Health Services Oversight and Accountability Commission,49,49,100.00%,32,65.30%,65.30%,11,22.40%,22.40%,43,87.80%,87.80%,6,12.20%,12.20%,6,12.20%,60.40%
2023-08,8940,Military Department,314,110,35.00%,75,23.90%,68.20%,35,11.10%,31.80%,110,35.00%,100.00%,0,0.00%,0.00%,204,65.00%,55.40%
2023-08,8780,"Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2023-08,3780,Native American Heritage Commission,8,8,100.00%,5,62.50%,62.50%,3,37.50%,37.50%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,52.50%
2023-08,7910,Office of Administrative Law,24,24,100.00%,15,62.50%,62.50%,9,37.50%,37.50%,24,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,57.90%
2023-08,7504,Office of Data and Innovation,51,51,100.00%,51,100.00%,100.00%,0,0.00%,0.00%,51,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.30%
2023-08,3355,Office of Energy Infrastructure Safety,94,83,88.30%,83,88.30%,100.00%,0,0.00%,0.00%,83,88.30%,100.00%,0,0.00%,0.00%,11,11.70%,100.00%
2023-08,3980,Office of Environmental Health Hazard Assessment,128,128,100.00%,126,98.40%,98.40%,2,1.60%,1.60%,128,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,88.70%
2023-08,650,Office of Planning and Research,212,212,100.00%,196,92.50%,92.50%,14,6.60%,6.60%,210,99.10%,99.10%,2,0.90%,0.90%,2,0.90%,86.80%
2023-08,531,Office of Systems Integration,387,387,100.00%,379,97.90%,97.90%,3,0.80%,0.80%,382,98.70%,98.70%,5,1.30%,1.30%,5,1.30%,97.00%
2023-08,870,Office of Tax Appeals,93,93,100.00%,82,88.20%,88.20%,11,11.80%,11.80%,93,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,71.00%
2023-08,552,Office of the Inspector General,155,155,100.00%,143,92.30%,92.30%,4,2.60%,2.60%,147,94.80%,94.80%,8,5.20%,5.20%,8,5.20%,92.10%
2023-08,5420,Prison Industry Authority,1042,225,21.60%,98,9.40%,43.60%,110,10.60%,48.90%,208,20.00%,92.40%,17,1.60%,7.60%,834,80.00%,51.50%
2023-08,7900,Public Employees' Retirement System,2394,2394,100.00%,294,12.30%,12.30%,2022,84.50%,84.50%,2316,96.70%,96.70%,78,3.30%,3.30%,78,3.30%,45.70%
2023-08,7320,Public Employment Relations Board,74,63,85.10%,56,75.70%,88.90%,6,8.10%,9.50%,62,83.80%,98.40%,1,1.40%,1.60%,12,16.20%,71.30%
2023-08,8660,Public Utilities Commission,1429,1415,99.00%,1243,87.00%,87.80%,73,5.10%,5.20%,1316,92.10%,93.00%,99,6.90%,7.00%,113,7.90%,87.40%
2023-08,3875,Sacramento-San Joaquin Delta Conservancy,18,18,100.00%,18,100.00%,100.00%,0,0.00%,0.00%,18,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,88.90%
2023-08,3845,San Diego River Conservancy,3,3,100.00%,0,0.00%,0.00%,0,0.00%,0.00%,0,0.00%,0.00%,3,100.00%,100.00%,3,100.00%,0.00%
2023-08,3820,San Francisco Bay Conservation and Development Commission,53,53,100.00%,52,98.10%,98.10%,1,1.90%,1.90%,53,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.70%
2023-08,3825,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,10,10,100.00%,8,80.00%,80.00%,2,20.00%,20.00%,10,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,68.80%
2023-08,3830,San Joaquin River Conservancy,2,2,100.00%,2,100.00%,100.00%,0,0.00%,0.00%,2,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.00%
2023-08,3810,Santa Monica Mountains Conservancy,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2023-08,530,Secretary for California Health and Human Services Agency,93,93,100.00%,81,87.10%,87.10%,11,11.80%,11.80%,92,98.90%,98.90%,1,1.10%,1.10%,1,1.10%,87.20%
2023-08,555,Secretary for Environmental Protection,91,91,100.00%,52,57.10%,57.10%,3,3.30%,3.30%,55,60.40%,60.40%,36,39.60%,39.60%,36,39.60%,55.20%
2023-08,511,Secretary for Government Operations Agency,27,27,100.00%,14,51.90%,51.90%,13,48.10%,48.10%,27,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,50.40%
2023-08,559,Secretary for Labor and Workforce Development Agency,36,36,100.00%,14,38.90%,38.90%,17,47.20%,47.20%,31,86.10%,86.10%,5,13.90%,13.90%,5,13.90%,45.50%
2023-08,521,Secretary for Transportation Agency,20,20,100.00%,17,85.00%,85.00%,3,15.00%,15.00%,20,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,59.00%
2023-08,540,Secretary of the Natural Resources Agency,98,95,96.90%,90,91.80%,94.70%,4,4.10%,4.20%,94,95.90%,98.90%,1,1.00%,1.10%,4,4.10%,86.20%
2023-08,3855,Sierra Nevada Conservancy,52,51,98.10%,45,86.50%,88.20%,6,11.50%,11.80%,51,98.10%,100.00%,0,0.00%,0.00%,1,1.90%,77.30%
2023-08,3900,State Air Resources Board,1704,1704,100.00%,1128,66.20%,66.20%,393,23.10%,23.10%,1521,89.30%,89.30%,183,10.70%,10.70%,183,10.70%,59.70%
2023-08,860,State Board of Equalization,158,158,100.00%,152,96.20%,96.20%,4,2.50%,2.50%,156,98.70%,98.70%,2,1.30%,1.30%,2,1.30%,65.30%
2023-08,3760,State Coastal Conservancy,67,67,100.00%,65,97.00%,97.00%,2,3.00%,3.00%,67,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,77.90%
2023-08,840,State Controller,1402,1212,86.40%,1045,74.50%,86.20%,120,8.60%,9.90%,1165,83.10%,96.10%,47,3.40%,3.90%,237,16.90%,82.30%
2023-08,4100,State Council on Developmental Disabilities,65,65,100.00%,50,76.90%,76.90%,12,18.50%,18.50%,62,95.40%,95.40%,3,4.60%,4.60%,3,4.60%,70.80%
2023-08,4260,State Department of Health Care Services,4264,4264,100.00%,3052,71.60%,71.60%,154,3.60%,3.60%,3206,75.20%,75.20%,1058,24.80%,24.80%,1058,24.80%,66.40%
2023-08,5170,State Independent Living Council,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-08,3560,State Lands Commission,201,186,92.50%,151,75.10%,81.20%,0,0.00%,0.00%,151,75.10%,81.20%,35,17.40%,18.80%,50,24.90%,82.30%
2023-08,7503,State Personnel Board,70,69,98.60%,67,95.70%,97.10%,0,0.00%,0.00%,67,95.70%,97.10%,2,2.90%,2.90%,3,4.30%,91.60%
2023-08,8140,State Public Defender,93,92,98.90%,68,73.10%,73.90%,20,21.50%,21.70%,88,94.60%,95.70%,4,4.30%,4.30%,5,5.40%,73.40%
2023-08,7920,State Teachers' Retirement System,1293,1292,99.90%,1165,90.10%,90.20%,124,9.60%,9.60%,1289,99.70%,99.80%,3,0.20%,0.20%,4,0.30%,58.30%
2023-08,3940,State Water Resources Control Board,2344,2344,100.00%,1925,82.10%,82.10%,364,15.50%,15.50%,2289,97.70%,97.70%,55,2.30%,2.30%,55,2.30%,78.20%
2023-08,8885,"States Mandates, Commission on",16,15,93.80%,13,81.30%,86.70%,2,12.50%,13.30%,15,93.80%,100.00%,0,0.00%,0.00%,1,6.30%,80.10%
2023-08,6980,"Student Aid Commission, California",135,135,100.00%,131,97.00%,97.00%,3,2.20%,2.20%,134,99.30%,99.30%,1,0.70%,0.70%,1,0.70%,91.60%
2023-08,A279,Unemployment Insurance Appeals Board,462,406,87.90%,223,48.30%,54.90%,23,5.00%,5.70%,246,53.20%,60.60%,160,34.60%,39.40%,216,46.80%,46.80%
2023-08,3640,Wildlife Conservation Board,42,42,100.00%,29,69.00%,69.00%,2,4.80%,4.80%,31,73.80%,73.80%,11,26.20%,26.20%,11,26.20%,62.80%
2023-09,7300,Agricultural Labor Relations Board,64,60,93.80%,47,73.40%,78.30%,5,7.80%,8.30%,52,81.30%,86.70%,8,12.50%,13.30%,12,18.80%,56.10%
2023-09,3835,Baldwin Hills Conservancy,3,3,100.00%,2,66.70%,66.70%,1,33.30%,33.30%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,53.30%
2023-09,A541,Board of Forestry and Fire Protection,22,10,45.50%,9,40.90%,90.00%,1,4.50%,10.00%,10,45.50%,100.00%,0,0.00%,0.00%,12,54.50%,72.00%
2023-09,6870,Board of Governors of the California Community Colleges,199,199,100.00%,199,100.00%,100.00%,0,0.00%,0.00%,199,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,99.80%
2023-09,5227,Board of State and Community Corrections,115,115,100.00%,104,90.40%,90.40%,0,0.00%,0.00%,104,90.40%,90.40%,11,9.60%,9.60%,11,9.60%,71.80%
2023-09,4250,California Children and Families Commission,33,33,100.00%,33,100.00%,100.00%,0,0.00%,0.00%,33,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.40%
2023-09,1700,California Civil Rights Department,270,270,100.00%,262,97.00%,97.00%,5,1.90%,1.90%,267,98.90%,98.90%,3,1.10%,1.10%,3,1.10%,92.10%
2023-09,3720,California Coastal Commission,189,189,100.00%,167,88.40%,88.40%,20,10.60%,10.60%,187,98.90%,98.90%,2,1.10%,1.10%,2,1.10%,74.70%
2023-09,3340,California Conservation Corps,553,152,27.50%,107,19.30%,70.40%,40,7.20%,26.30%,147,26.60%,96.70%,5,0.90%,3.30%,406,73.40%,62.20%
2023-09,A059,California Correctional Health Care Services,14652,3142,21.40%,1946,13.30%,61.90%,1196,8.20%,38.10%,3142,21.40%,100.00%,0,0.00%,0.00%,11510,78.60%,63.50%
2023-09,7600,California Department of Tax and Fee Administration,3604,3603,100.00%,3498,97.10%,97.10%,78,2.20%,2.20%,3576,99.20%,99.30%,27,0.70%,0.70%,28,0.80%,84.00%
2023-09,7502,California Department of Technology,972,971,99.90%,861,88.60%,88.70%,42,4.30%,4.30%,903,92.90%,93.00%,68,7.00%,7.00%,69,7.10%,78.60%
2023-09,A341,California Earthquake Authority,70,70,100.00%,67,95.70%,95.70%,3,4.30%,4.30%,70,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.40%
2023-09,8560,California Exposition and State Fair,82,0,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,82,100.00%,0.00%
2023-09,855,California Gambling Control Commission,43,43,100.00%,40,93.00%,93.00%,1,2.30%,2.30%,41,95.30%,95.30%,2,4.70%,4.70%,2,4.70%,82.50%
2023-09,4800,California Health Benefit Exchange,1340,1338,99.90%,1290,96.30%,96.40%,27,2.00%,2.00%,1317,98.30%,98.40%,21,1.60%,1.60%,23,1.70%,95.20%
2023-09,2720,California Highway Patrol,9783,1463,15.00%,65,0.70%,4.40%,228,2.30%,15.60%,293,3.00%,20.00%,1170,12.00%,80.00%,9490,97.00%,9.00%
2023-09,1750,California Horse Racing Board,49,25,51.00%,19,38.80%,76.00%,5,10.20%,20.00%,24,49.00%,96.00%,1,2.00%,4.00%,25,51.00%,70.80%
2023-09,1703,California Privacy Protection Agency,25,25,100.00%,25,100.00%,100.00%,0,0.00%,0.00%,25,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-09,6200,California School for the Blind,115,22,19.10%,1,0.90%,4.50%,4,3.50%,18.20%,5,4.30%,22.70%,17,14.80%,77.30%,110,95.70%,7.30%
2023-09,6240,California School for the Deaf - Fremont,326,4,1.20%,4,1.20%,100.00%,0,0.00%,0.00%,4,1.20%,100.00%,0,0.00%,0.00%,322,98.80%,100.00%
2023-09,6250,California School for the Deaf - Riverside,369,17,4.60%,4,1.10%,23.50%,8,2.20%,47.10%,12,3.30%,70.60%,5,1.40%,29.40%,357,96.70%,32.00%
2023-09,A314,California Science Center,108,33,30.60%,3,2.80%,9.10%,25,23.10%,75.80%,28,25.90%,84.80%,5,4.60%,15.20%,80,74.10%,36.40%
2023-09,6120,California State Library,168,159,94.60%,104,61.90%,65.40%,52,31.00%,32.70%,156,92.90%,98.10%,3,1.80%,1.90%,12,7.10%,70.90%
2023-09,3125,California Tahoe Conservancy,41,41,100.00%,26,63.40%,63.40%,11,26.80%,26.80%,37,90.20%,90.20%,4,9.80%,9.80%,4,9.80%,65.80%
2023-09,2700,California Traffic Safety Program,35,35,100.00%,34,97.10%,97.10%,1,2.90%,2.90%,35,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,74.30%
2023-09,2600,California Transportation Commission,38,38,100.00%,37,97.40%,97.40%,1,2.60%,2.60%,38,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,89.50%
2023-09,7870,California Victim Compensation Board,240,235,97.90%,221,92.10%,94.00%,13,5.40%,5.50%,234,97.50%,99.60%,1,0.40%,0.40%,6,2.50%,77.00%
2023-09,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,1,12.50%,12.50%,7,87.50%,87.50%,1,12.50%,12.50%,1,12.50%,77.50%
2023-09,3862,Central Valley Flood Protection Board,48,48,100.00%,42,87.50%,87.50%,6,12.50%,12.50%,48,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,74.10%
2023-09,911,Citizens Redistricting Commission,1,1,100.00%,1,100.00%,100.00%,0,0.00%,0.00%,1,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-09,3850,Coachella Valley Mountains Conservancy,3,3,100.00%,1,33.30%,33.30%,2,66.70%,66.70%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,41.40%
2023-09,8120,Commission on Peace Officer Standards and Training,180,180,100.00%,18,10.00%,10.00%,158,87.80%,87.80%,176,97.80%,97.80%,4,2.20%,2.20%,4,2.20%,44.20%
2023-09,6360,Commission on Teacher Credentialing,176,176,100.00%,127,72.20%,72.20%,28,15.90%,15.90%,155,88.10%,88.10%,21,11.90%,11.90%,21,11.90%,63.20%
2023-09,A424,Cradle-to-Career,17,17,100.00%,17,100.00%,100.00%,0,0.00%,0.00%,17,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,82.40%
2023-09,3840,Delta Protection Commission,6,6,100.00%,4,66.70%,66.70%,1,16.70%,16.70%,5,83.30%,83.30%,1,16.70%,16.70%,1,16.70%,60.00%
2023-09,3885,Delta Stewardship Council,65,65,100.00%,61,93.80%,93.80%,4,6.20%,6.20%,65,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,88.50%
2023-09,4170,Department of Aging,267,266,99.60%,260,97.40%,97.70%,5,1.90%,1.90%,265,99.30%,99.60%,1,0.40%,0.40%,2,0.70%,94.80%
2023-09,2100,Department of Alcoholic Beverage Control,487,469,96.30%,190,39.00%,40.50%,187,38.40%,39.90%,377,77.40%,80.40%,92,18.90%,19.60%,110,22.60%,42.70%
2023-09,1115,Department of Cannabis Control,530,426,80.40%,321,60.60%,75.40%,105,19.80%,24.60%,426,80.40%,100.00%,0,0.00%,0.00%,104,19.60%,75.30%
2023-09,5175,Department of Child Support Services,604,598,99.00%,582,96.40%,97.30%,13,2.20%,2.20%,595,98.50%,99.50%,3,0.50%,0.50%,9,1.50%,96.50%
2023-09,4700,Department of Community Services and Development,123,121,98.40%,121,98.40%,100.00%,0,0.00%,0.00%,121,98.40%,100.00%,0,0.00%,0.00%,2,1.60%,98.30%
2023-09,3480,Department of Conservation,699,699,100.00%,590,84.40%,84.40%,74,10.60%,10.60%,664,95.00%,95.00%,35,5.00%,5.00%,35,5.00%,80.40%
2023-09,1111,Department of Consumer Affairs,2822,2346,83.10%,1554,55.10%,66.20%,591,20.90%,25.20%,2145,76.00%,91.40%,201,7.10%,8.60%,677,24.00%,61.30%
2023-09,5225,Department of Corrections and Rehabilitation,36185,4494,12.40%,2448,6.80%,54.50%,1119,3.10%,24.90%,3567,9.90%,79.40%,927,2.60%,20.60%,32618,90.10%,55.90%
2023-09,4300,Department of Developmental Services,2176,669,30.70%,631,29.00%,94.30%,32,1.50%,4.80%,663,30.50%,99.10%,6,0.30%,0.90%,1513,69.50%,90.50%
2023-09,6100,Department of Education,1435,1400,97.60%,1203,83.80%,85.90%,44,3.10%,3.10%,1247,86.90%,89.10%,153,10.70%,10.90%,188,13.10%,82.80%
2023-09,8860,Department of Finance,398,396,99.50%,370,93.00%,93.40%,19,4.80%,4.80%,389,97.70%,98.20%,7,1.80%,1.80%,9,2.30%,62.40%
2023-09,1701,Department of Financial Protection and Innovation,764,752,98.40%,689,90.20%,91.60%,57,7.50%,7.60%,746,97.60%,99.20%,6,0.80%,0.80%,18,2.40%,91.70%
2023-09,3600,Department of Fish and Wildlife,3174,2066,65.10%,1320,41.60%,63.90%,329,10.40%,15.90%,1649,52.00%,79.80%,417,13.10%,20.20%,1525,48.00%,56.40%
2023-09,8570,Department of Food and Agriculture,672,509,75.70%,347,51.60%,68.20%,80,11.90%,15.70%,427,63.50%,83.90%,82,12.20%,16.10%,245,36.50%,63.60%
