Report Month,Department,Avg Office Days/Week
2023-10,5160 - Department of Rehabilitation,2.2
2023-10,5170 - State Independent Living Council,0
2023-10,5175 - Department of Child Support Services,0.2
2023-10,5180 - Department of Social Services,1.7
2023-10,5225 - Department of Corrections and Rehabilitation,4.62
2023-10,5227 - Board of State and Community Corrections,1.39
2023-10,5420 - Prison Industry Authority,4.33
2023-10,6100 - Department of Education,0.93
2023-10,6120 - California State Library,1.6
2023-10,6125 - Education Audit Appeals Panel,1.33
2023-10,6200 - California School for the Blind,4.94
2023-10,6240 - California School for the Deaf - Fremont,0.01
2023-10,6250 - California School for the Deaf - Riverside,4.59
2023-10,6260 - Diagnostic Centers,4.77
2023-10,6360 - Commission on Teacher Credentialing,1.58
2023-10,6870 - Board of Governors of the California Community Colleges,0.01
2023-10,"6980 - Student Aid Commission, California",0.48
2023-10,7100 - Employment Development Department,1.05
2023-10,7300 - Agricultural Labor Relations Board,2.03
2023-10,7320 - Public Employment Relations Board,1.99
2023-10,7350 - Department of Industrial Relations,3.32
2023-10,7501 - Department of Human Resources,1.08
2023-10,7502 - California Department of Technology,1.06
2023-10,7503 - State Personnel Board,0.56
2023-10,7504 - Office of Data and Innovation,0.22
2023-10,7600 - California Department of Tax and Fee Administration,0.79
2023-10,7730 - Franchise Tax Board,2.48
2023-10,7760 - Department of General Services,3.11
2023-10,7870 - California Victim Compensation Board,1.21
2023-10,7900 - Public Employees' Retirement System,2.71
2023-10,7910 - Office of Administrative Law,2.27
2023-10,7920 - State Teachers' Retirement System,2.07
2023-10,8120 - Commission on Peace Officer Standards and Training,2.67
2023-10,8140 - State Public Defender,1.3
2023-10,8560 - California Exposition and State Fair,3.53
2023-10,8570 - Department of Food and Agriculture,2.35
2023-10,8620 - Fair Political Practices Commission,0.66
2023-10,8660 - Public Utilities Commission,0.4
2023-10,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.33
2023-10,"8830 - Law Revision Commission, California",0
2023-10,8860 - Department of Finance,1.85
2023-10,8880 - Financial Information System for California,0.62
2023-10,"8885 - States Mandates, Commission on",1.23
2023-10,8940 - Military Department,4.1
2023-10,8955 - Department of Veterans Affairs,4.49
2023-10,A059 - California Correctional Health Care Services,4.32
2023-10,A279 - Unemployment Insurance Appeals Board,2.56
2023-10,A281 - Employment Training Panel,1.76
2023-10,A314 - California Science Center,4.44
2023-10,A341 - California Earthquake Authority,0.44
2023-10,A424 - Cradle-to-Career,1.05
2023-10,A541 - Board of Forestry and Fire Protection,3.36
2023-11,0500 - Governor's Office,2.84
2023-11,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.62
2023-11,0511 - Secretary for Government Operations Agency,2.45
2023-11,"0515 - Secretary for Business, Consumer Services, and Housing Agency",0.7
2023-11,0521 - Secretary for Transportation Agency,2.05
2023-11,0530 - Secretary for California Health and Human Services Agency,0.56
2023-11,0531 - Office of Systems Integration,0.17
2023-11,0540 - Secretary of the Natural Resources Agency,0.81
2023-11,0552 - Office of the Inspector General,0.31
2023-11,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-11,0690 - Governor's Office of Emergency Services,3.14
2023-11,0820 - Department of Justice,1.59
2023-11,0840 - State Controller,1.36
2023-11,0845 - Department of Insurance,1.49
2023-11,0855 - California Gambling Control Commission,0.74
2023-11,0860 - State Board of Equalization,1.68
2023-11,0870 - Office of Tax Appeals,1.44
2023-11,0911 - Citizens Redistricting Commission,0
2023-11,1045 - Cannabis Control Appeals Panel,2
2023-11,1111 - Department of Consumer Affairs,2.34
2023-11,1115 - Department of Cannabis Control,1.91
2023-11,1700 - California Civil Rights Department,0.39
2023-11,1701 - Department of Financial Protection and Innovation,0.48
2023-11,1703 - California Privacy Protection Agency,0
2023-11,1750 - California Horse Racing Board,2.82
2023-11,2100 - Department of Alcoholic Beverage Control,2.5
2023-11,2120 - Alcoholic Beverage Control Appeals Board,1.08
2023-11,2240 - Department of Housing and Community Development,0.97
2023-11,2320 - Department of Real Estate,1.95
2023-11,2600 - California Transportation Commission,0.53
2023-11,2660 - Department of Transportation,2.99
2023-11,2665 - High-Speed Rail Authority,1.25
2023-11,2700 - California Traffic Safety Program,1.26
2023-11,2720 - California Highway Patrol,4.93
2023-11,2740 - Department of Motor Vehicles,3.97
2023-11,3100 - Exposition Park,4.15
2023-11,3125 - California Tahoe Conservancy,1.66
2023-11,3355 - Office of Energy Infrastructure Safety,0.64
2023-11,3360 - Energy Resources Conservation and Development Commission,0.22
2023-11,3460 - Colorado River Board of California,1.7
2023-11,3480 - Department of Conservation,0.97
2023-11,3540 - Department of Forestry and Fire Protection,4.75
2023-11,3560 - State Lands Commission,1.01
2023-11,3600 - Department of Fish and Wildlife,2.86
2023-11,3640 - Wildlife Conservation Board,1.8
2023-11,3720 - California Coastal Commission,1.82
2023-11,3760 - State Coastal Conservancy,2.01
2023-11,3780 - Native American Heritage Commission,2.22
2023-11,3790 - Department of Parks and Recreation,2.99
2023-11,3810 - Santa Monica Mountains Conservancy,1.67
2023-11,3820 - San Francisco Bay Conservation and Development Commission,1.09
2023-11,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1.2
2023-11,3830 - San Joaquin River Conservancy,1.5
2023-11,3835 - Baldwin Hills Conservancy,2.33
2023-11,3840 - Delta Protection Commission,1.6
2023-11,3845 - San Diego River Conservancy,5
2023-11,3850 - Coachella Valley Mountains Conservancy,2.83
2023-11,3855 - Sierra Nevada Conservancy,1.19
2023-11,3860 - Department of Water Resources,3.12
2023-11,3875 - Sacramento-San Joaquin Delta Conservancy,0.48
2023-11,3885 - Delta Stewardship Council,0.58
2023-11,3930 - Department of Pesticide Regulation,1.17
2023-11,3940 - State Water Resources Control Board,1.09
2023-11,3960 - Department of Toxic Substances Control,1.03
2023-11,3970 - Department of Resources Recycling and Recovery,0.54
2023-11,3980 - Office of Environmental Health Hazard Assessment,0.54
2023-11,4100 - State Council on Developmental Disabilities,1.46
2023-11,4140 - Department of Health Care Access and Information,1.53
2023-11,4150 - Department of Managed Health Care,0.02
2023-11,4170 - Department of Aging,0.26
2023-11,4250 - California Children and Families Commission,0.94
2023-11,4260 - State Department of Health Care Services,1.03
2023-11,4265 - Department of Public Health,1.78
2023-11,4300 - Department of Developmental Services,3.4
2023-11,4440 - Department of State Hospitals,4.5
2023-11,4560 - Mental Health Services Oversight and Accountability Commission,1.85
2023-11,4700 - Department of Community Services and Development,0.16
2023-11,4800 - California Health Benefit Exchange,0.25
2023-11,5160 - Department of Rehabilitation,2.22
2023-11,5170 - State Independent Living Council,0
2023-11,5175 - Department of Child Support Services,0.22
2023-11,5180 - Department of Social Services,1.64
2023-11,5225 - Department of Corrections and Rehabilitation,4.63
2023-11,5227 - Board of State and Community Corrections,1.4
2023-11,5420 - Prison Industry Authority,4.36
2023-11,6100 - Department of Education,0.95
2023-11,6120 - California State Library,1.61
2023-11,6125 - Education Audit Appeals Panel,1.33
2023-11,6200 - California School for the Blind,4.94
2023-11,6240 - California School for the Deaf - Fremont,0.01
2023-11,6250 - California School for the Deaf - Riverside,4.57
2023-11,6260 - Diagnostic Centers,4.77
2023-11,6360 - Commission on Teacher Credentialing,1.44
2023-11,6870 - Board of Governors of the California Community Colleges,0.01
2023-11,"6980 - Student Aid Commission, California",0.59
2023-11,7100 - Employment Development Department,1.08
2023-11,7300 - Agricultural Labor Relations Board,2.03
2023-11,7320 - Public Employment Relations Board,1.99
2023-11,7350 - Department of Industrial Relations,3.32
2023-11,7501 - Department of Human Resources,1.05
2023-11,7503 - State Personnel Board,0.6
2023-11,7504 - Office of Data and Innovation,0.22
2023-11,7600 - California Department of Tax and Fee Administration,0.8
2023-11,7730 - Franchise Tax Board,2.43
2023-11,7760 - Department of General Services,3.15
2023-11,7870 - California Victim Compensation Board,1.2
2023-11,7900 - Public Employees' Retirement System,2.72
2023-11,7910 - Office of Administrative Law,2.27
2023-11,7920 - State Teachers' Retirement System,2.07
2023-11,8120 - Commission on Peace Officer Standards and Training,2.66
2023-11,8140 - State Public Defender,1.26
2023-11,8560 - California Exposition and State Fair,3.53
2023-11,8570 - Department of Food and Agriculture,2.44
2023-11,8620 - Fair Political Practices Commission,0.66
2023-11,8660 - Public Utilities Commission,0.4
2023-11,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.33
2023-11,8860 - Department of Finance,1.86
2023-11,8880 - Financial Information System for California,0.62
2023-11,"8885 - States Mandates, Commission on",1.23
2023-11,8940 - Military Department,4.25
2023-11,8955 - Department of Veterans Affairs,4.51
2023-11,A059 - California Correctional Health Care Services,4.32
2023-11,A279 - Unemployment Insurance Appeals Board,2.52
2023-11,A281 - Employment Training Panel,1.76
2023-11,A314 - California Science Center,4.46
2023-11,A341 - California Earthquake Authority,0.44
2023-11,A424 - Cradle-to-Career,1
2023-11,A541 - Board of Forestry and Fire Protection,3.36
2023-12,0500 - Governor's Office,2.87
2023-12,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.71
2023-12,0511 - Secretary for Government Operations Agency,2.45
2023-12,"0515 - Secretary for Business, Consumer Services, and Housing Agency",0.7
2023-12,0521 - Secretary for Transportation Agency,2.05
2023-12,0530 - Secretary for California Health and Human Services Agency,0.55
2023-12,0531 - Office of Systems Integration,0.16
2023-12,0540 - Secretary of the Natural Resources Agency,0.81
2023-12,0552 - Office of the Inspector General,0.31
2023-12,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-12,0690 - Governor's Office of Emergency Services,3.17
2023-12,0820 - Department of Justice,1.57
2023-12,0840 - State Controller,1.36
2023-12,0845 - Department of Insurance,1.49
2023-12,0855 - California Gambling Control Commission,0.74
2023-12,0860 - State Board of Equalization,1.7
2023-12,0870 - Office of Tax Appeals,1.44
2023-12,1045 - Cannabis Control Appeals Panel,2
2023-12,1111 - Department of Consumer Affairs,2.36
2023-12,1115 - Department of Cannabis Control,1.94
2023-12,1700 - California Civil Rights Department,0.38
2023-12,1701 - Department of Financial Protection and Innovation,0.48
2023-12,1703 - California Privacy Protection Agency,0
2023-12,1750 - California Horse Racing Board,2.8
2023-12,2100 - Department of Alcoholic Beverage Control,2.89
2023-12,2120 - Alcoholic Beverage Control Appeals Board,1.08
2023-12,2240 - Department of Housing and Community Development,0.86
2023-12,2320 - Department of Real Estate,1.96
2023-12,2600 - California Transportation Commission,0.53
2023-12,2660 - Department of Transportation,2.99
2023-12,2665 - High-Speed Rail Authority,1.25
2023-12,2700 - California Traffic Safety Program,1.26
2023-12,2720 - California Highway Patrol,4.93
2023-12,2740 - Department of Motor Vehicles,3.97
2023-12,3100 - Exposition Park,4.15
2023-12,3125 - California Tahoe Conservancy,1.66
2023-12,3355 - Office of Energy Infrastructure Safety,0.6
2023-12,3360 - Energy Resources Conservation and Development Commission,0.23
2023-12,3460 - Colorado River Board of California,1.89
2023-12,3480 - Department of Conservation,1
2023-12,3540 - Department of Forestry and Fire Protection,4.71
2023-12,3560 - State Lands Commission,1
2023-12,3600 - Department of Fish and Wildlife,2.84
2023-12,3640 - Wildlife Conservation Board,1.8
2023-12,3720 - California Coastal Commission,1.82
2023-12,3760 - State Coastal Conservancy,2.01
2023-12,3780 - Native American Heritage Commission,2.22
2023-12,3790 - Department of Parks and Recreation,2.98
2023-12,3810 - Santa Monica Mountains Conservancy,0
2023-12,3820 - San Francisco Bay Conservation and Development Commission,1.09
2023-12,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1
2023-12,3830 - San Joaquin River Conservancy,1.5
2023-12,3835 - Baldwin Hills Conservancy,2.33
2023-12,3840 - Delta Protection Commission,1.6
2023-12,3845 - San Diego River Conservancy,5
2023-12,3850 - Coachella Valley Mountains Conservancy,2.83
2023-12,3855 - Sierra Nevada Conservancy,1.18
2023-12,3860 - Department of Water Resources,3.38
2023-12,3875 - Sacramento-San Joaquin Delta Conservancy,0.36
2023-12,3885 - Delta Stewardship Council,0.58
2023-12,3930 - Department of Pesticide Regulation,1.07
2023-12,3940 - State Water Resources Control Board,1.12
2023-12,3960 - Department of Toxic Substances Control,1.02
2023-12,3980 - Office of Environmental Health Hazard Assessment,0.54
